venta_id,ticketid,productoid,producto,ticketid_producto,fecha,fecha_ruta,rutaid,cantidad,preciounit,ingresos_total,pasajeros,objetivoventas
16512,980,6,Café,980 - Café,2024-01-24,2024-01-24_AGP-MAD,6,1,3.66,3.66,226,6.89
16513,981,1,Agua,981 - Agua,2024-01-24,2024-01-24_AGP-MAD,6,2,2.15,4.3,226,9.26
16514,982,5,Refresco,982 - Refresco,2024-01-24,2024-01-24_AGP-MAD,6,3,3.29,9.87,226,10.69
16515,982,6,Café,982 - Café,2024-01-24,2024-01-24_AGP-MAD,6,3,4.24,12.72,226,18.43
16516,982,1,Agua,982 - Agua,2024-01-24,2024-01-24_AGP-MAD,6,3,2.18,6.54,226,8.69
16517,983,5,Refresco,983 - Refresco,2024-01-24,2024-01-24_BCN-PMI,7,3,3.75,11.25,135,16.82
16518,984,1,Agua,984 - Agua,2024-01-24,2024-01-24_BCN-PMI,7,2,2.51,5.02,135,18.37
16519,984,6,Café,984 - Café,2024-01-24,2024-01-24_BCN-PMI,7,1,4.09,4.09,135,18.86
16520,985,6,Café,985 - Café,2024-01-24,2024-01-24_PMI-BCN,8,1,4.24,4.24,195,12.63
16521,985,4,Snack,985 - Snack,2024-01-24,2024-01-24_PMI-BCN,8,2,5.85,11.7,195,9.7
16522,985,1,Agua,985 - Agua,2024-01-24,2024-01-24_PMI-BCN,8,1,2.49,2.49,195,6.02
16523,986,1,Agua,986 - Agua,2024-01-24,2024-01-24_PMI-BCN,8,3,2.78,8.34,195,6.82
16524,986,3,Bocadillo,986 - Bocadillo,2024-01-24,2024-01-24_PMI-BCN,8,1,10.38,10.38,195,8.56
16525,987,3,Bocadillo,987 - Bocadillo,2024-01-24,2024-01-24_PMI-BCN,8,3,9.87,29.61,195,18.79
16526,987,6,Café,987 - Café,2024-01-24,2024-01-24_PMI-BCN,8,1,3.53,3.53,195,8.28
16527,987,5,Refresco,987 - Refresco,2024-01-24,2024-01-24_PMI-BCN,8,1,3.76,3.76,195,6.47
16528,988,1,Agua,988 - Agua,2024-01-24,2024-01-24_PMI-BCN,8,1,2.77,2.77,195,15.34
16529,988,4,Snack,988 - Snack,2024-01-24,2024-01-24_PMI-BCN,8,2,6.35,12.7,195,6.11
16530,989,4,Snack,989 - Snack,2024-01-24,2024-01-24_PMI-BCN,8,1,6.23,6.23,195,15.81
16531,989,6,Café,989 - Café,2024-01-24,2024-01-24_PMI-BCN,8,3,3.63,10.89,195,11.41
16532,989,2,Cerveza,989 - Cerveza,2024-01-24,2024-01-24_PMI-BCN,8,3,7.76,23.28,195,15.16
16533,990,4,Snack,990 - Snack,2024-01-24,2024-01-24_PMI-BCN,8,2,6.28,12.56,195,13.99
16534,990,5,Refresco,990 - Refresco,2024-01-24,2024-01-24_PMI-BCN,8,1,3.2,3.2,195,10.87
16565,1005,1,Agua,1005 - Agua,2024-01-25,2024-01-25_MAD-PMI,3,1,2.67,2.67,115,7.08
16543,995,2,Cerveza,995 - Cerveza,2024-01-25,2024-01-25_BCN-MAD,2,2,8.43,16.86,146,14.33
16544,995,3,Bocadillo,995 - Bocadillo,2024-01-25,2024-01-25_BCN-MAD,2,2,9.56,19.12,146,6.71
16545,996,6,Café,996 - Café,2024-01-25,2024-01-25_BCN-MAD,2,3,3.73,11.19,146,11.6
16546,996,5,Refresco,996 - Refresco,2024-01-25,2024-01-25_BCN-MAD,2,3,3.7,11.1,146,18.81
16547,996,1,Agua,996 - Agua,2024-01-25,2024-01-25_BCN-MAD,2,2,2.82,5.64,146,14.24
16548,997,4,Snack,997 - Snack,2024-01-25,2024-01-25_BCN-MAD,2,2,5.78,11.56,146,8.05
16549,997,2,Cerveza,997 - Cerveza,2024-01-25,2024-01-25_BCN-MAD,2,3,8.32,24.96,146,11.66
16550,997,6,Café,997 - Café,2024-01-25,2024-01-25_BCN-MAD,2,1,4.2,4.2,146,17.96
16551,998,4,Snack,998 - Snack,2024-01-25,2024-01-25_BCN-MAD,2,1,6.44,6.44,146,14.53
16552,999,5,Refresco,999 - Refresco,2024-01-25,2024-01-25_BCN-MAD,2,3,3.03,9.09,146,10.27
16553,999,4,Snack,999 - Snack,2024-01-25,2024-01-25_BCN-MAD,2,1,6.11,6.11,146,14.08
16554,1000,4,Snack,1000 - Snack,2024-01-25,2024-01-25_BCN-MAD,2,2,6.13,12.26,146,16.94
16555,1000,3,Bocadillo,1000 - Bocadillo,2024-01-25,2024-01-25_BCN-MAD,2,3,9.72,29.16,146,12.26
16556,1000,5,Refresco,1000 - Refresco,2024-01-25,2024-01-25_BCN-MAD,2,3,3.74,11.22,146,10.68
16557,1001,2,Cerveza,1001 - Cerveza,2024-01-25,2024-01-25_MAD-PMI,3,1,8.01,8.01,115,9.58
16558,1001,4,Snack,1001 - Snack,2024-01-25,2024-01-25_MAD-PMI,3,3,6.21,18.63,115,16.85
16559,1001,5,Refresco,1001 - Refresco,2024-01-25,2024-01-25_MAD-PMI,3,1,3.04,3.04,115,16.33
16560,1002,5,Refresco,1002 - Refresco,2024-01-25,2024-01-25_MAD-PMI,3,3,3.66,10.98,115,8.09
16561,1003,2,Cerveza,1003 - Cerveza,2024-01-25,2024-01-25_MAD-PMI,3,1,7.65,7.65,115,6.71
16562,1003,6,Café,1003 - Café,2024-01-25,2024-01-25_MAD-PMI,3,1,3.76,3.76,115,6.1
16563,1004,2,Cerveza,1004 - Cerveza,2024-01-25,2024-01-25_MAD-PMI,3,1,7.91,7.91,115,12.16
16564,1005,6,Café,1005 - Café,2024-01-25,2024-01-25_MAD-PMI,3,3,3.73,11.19,115,7.72
16566,1006,3,Bocadillo,1006 - Bocadillo,2024-01-25,2024-01-25_MAD-PMI,3,3,10.16,30.48,115,12.4
16567,1006,6,Café,1006 - Café,2024-01-25,2024-01-25_MAD-PMI,3,3,4.03,12.09,115,18.97
16568,1006,1,Agua,1006 - Agua,2024-01-25,2024-01-25_MAD-PMI,3,1,2.03,2.03,115,12.97
16569,1007,1,Agua,1007 - Agua,2024-01-25,2024-01-25_PMI-MAD,4,1,2.59,2.59,210,16.06
16570,1008,3,Bocadillo,1008 - Bocadillo,2024-01-25,2024-01-25_PMI-MAD,4,3,9.68,29.04,210,8.49
16571,1008,2,Cerveza,1008 - Cerveza,2024-01-25,2024-01-25_PMI-MAD,4,2,8.23,16.46,210,9.51
16572,1008,1,Agua,1008 - Agua,2024-01-25,2024-01-25_PMI-MAD,4,3,2.74,8.22,210,16.39
16573,1009,2,Cerveza,1009 - Cerveza,2024-01-25,2024-01-25_PMI-MAD,4,1,8.49,8.49,210,8.85
16574,1009,4,Snack,1009 - Snack,2024-01-25,2024-01-25_PMI-MAD,4,3,5.79,17.37,210,8.11
16575,1009,6,Café,1009 - Café,2024-01-25,2024-01-25_PMI-MAD,4,3,3.64,10.92,210,17.91
16576,1010,5,Refresco,1010 - Refresco,2024-01-25,2024-01-25_PMI-MAD,4,1,3.01,3.01,210,17.83
16577,1010,3,Bocadillo,1010 - Bocadillo,2024-01-25,2024-01-25_PMI-MAD,4,2,9.61,19.22,210,19.75
16578,1011,6,Café,1011 - Café,2024-01-25,2024-01-25_PMI-MAD,4,2,3.6,7.2,210,15.9
16579,1011,3,Bocadillo,1011 - Bocadillo,2024-01-25,2024-01-25_PMI-MAD,4,1,10.29,10.29,210,11.2
16580,1011,1,Agua,1011 - Agua,2024-01-25,2024-01-25_PMI-MAD,4,3,2.41,7.23,210,12.91
16581,1012,3,Bocadillo,1012 - Bocadillo,2024-01-25,2024-01-25_PMI-MAD,4,2,9.72,19.44,210,14.41
16582,1013,1,Agua,1013 - Agua,2024-01-25,2024-01-25_MAD-AGP,5,1,2.4,2.4,96,18.47
16583,1013,3,Bocadillo,1013 - Bocadillo,2024-01-25,2024-01-25_MAD-AGP,5,1,9.77,9.77,96,16.13
16584,1014,5,Refresco,1014 - Refresco,2024-01-25,2024-01-25_MAD-AGP,5,1,3.51,3.51,96,9.73
16585,1014,4,Snack,1014 - Snack,2024-01-25,2024-01-25_MAD-AGP,5,2,6.15,12.3,96,11.86
16586,1014,3,Bocadillo,1014 - Bocadillo,2024-01-25,2024-01-25_MAD-AGP,5,2,9.69,19.38,96,19.63
16587,1015,6,Café,1015 - Café,2024-01-25,2024-01-25_MAD-AGP,5,1,3.91,3.91,96,18.51
16588,1015,1,Agua,1015 - Agua,2024-01-25,2024-01-25_MAD-AGP,5,3,2.42,7.26,96,9.69
16589,1016,6,Café,1016 - Café,2024-01-25,2024-01-25_MAD-AGP,5,1,3.65,3.65,96,12.82
16590,1016,4,Snack,1016 - Snack,2024-01-25,2024-01-25_MAD-AGP,5,1,5.53,5.53,96,17.77
16591,1016,5,Refresco,1016 - Refresco,2024-01-25,2024-01-25_MAD-AGP,5,3,3.06,9.18,96,19.54
16592,1017,2,Cerveza,1017 - Cerveza,2024-01-25,2024-01-25_AGP-MAD,6,2,7.6,15.2,87,10.24
16593,1017,1,Agua,1017 - Agua,2024-01-25,2024-01-25_AGP-MAD,6,3,2.92,8.76,87,15.44
16594,1017,5,Refresco,1017 - Refresco,2024-01-25,2024-01-25_AGP-MAD,6,3,3.39,10.17,87,15.6
16595,1018,2,Cerveza,1018 - Cerveza,2024-01-25,2024-01-25_AGP-MAD,6,2,7.5,15.0,87,18.86
16596,1019,4,Snack,1019 - Snack,2024-01-25,2024-01-25_BCN-PMI,7,1,5.64,5.64,225,18.48
16597,1019,6,Café,1019 - Café,2024-01-25,2024-01-25_BCN-PMI,7,3,4.04,12.12,225,15.11
16598,1019,1,Agua,1019 - Agua,2024-01-25,2024-01-25_BCN-PMI,7,1,2.87,2.87,225,10.1
16599,1020,3,Bocadillo,1020 - Bocadillo,2024-01-25,2024-01-25_BCN-PMI,7,2,10.5,21.0,225,17.99
16600,1021,5,Refresco,1021 - Refresco,2024-01-25,2024-01-25_BCN-PMI,7,1,3.35,3.35,225,7.46
16601,1021,3,Bocadillo,1021 - Bocadillo,2024-01-25,2024-01-25_BCN-PMI,7,3,10.11,30.33,225,17.05
16602,1021,6,Café,1021 - Café,2024-01-25,2024-01-25_BCN-PMI,7,1,4.47,4.47,225,15.94
16603,1022,2,Cerveza,1022 - Cerveza,2024-01-25,2024-01-25_PMI-BCN,8,3,7.58,22.74,177,15.72
16604,1023,6,Café,1023 - Café,2024-01-25,2024-01-25_PMI-BCN,8,1,4.14,4.14,177,8.59
16605,1024,2,Cerveza,1024 - Cerveza,2024-01-25,2024-01-25_PMI-BCN,8,1,8.33,8.33,177,11.22
16606,1024,3,Bocadillo,1024 - Bocadillo,2024-01-25,2024-01-25_PMI-BCN,8,1,10.29,10.29,177,6.7
16607,1024,4,Snack,1024 - Snack,2024-01-25,2024-01-25_PMI-BCN,8,3,5.93,17.79,177,7.35
16608,1025,2,Cerveza,1025 - Cerveza,2024-01-25,2024-01-25_PMI-BCN,8,2,7.89,15.78,177,17.44
16609,1026,1,Agua,1026 - Agua,2024-01-25,2024-01-25_PMI-BCN,8,1,2.08,2.08,177,18.93
16610,1026,2,Cerveza,1026 - Cerveza,2024-01-25,2024-01-25_PMI-BCN,8,3,8.17,24.51,177,7.73
16611,1026,6,Café,1026 - Café,2024-01-25,2024-01-25_PMI-BCN,8,2,3.65,7.3,177,9.57
16612,1027,5,Refresco,1027 - Refresco,2024-01-25,2024-01-25_PMI-BCN,8,3,3.18,9.54,177,14.6
16613,1027,6,Café,1027 - Café,2024-01-25,2024-01-25_PMI-BCN,8,2,3.99,7.98,177,7.2
16614,1028,6,Café,1028 - Café,2024-01-25,2024-01-25_PMI-BCN,8,3,3.82,11.46,177,7.78
16535,991,6,Café,991 - Café,2024-01-25,2024-01-25_MAD-BCN,1,3,4.11,12.33,194,15.63
16536,991,4,Snack,991 - Snack,2024-01-25,2024-01-25_MAD-BCN,1,1,5.88,5.88,194,10.17
16537,991,3,Bocadillo,991 - Bocadillo,2024-01-25,2024-01-25_MAD-BCN,1,3,9.71,29.13,194,12.42
16538,992,6,Café,992 - Café,2024-01-25,2024-01-25_MAD-BCN,1,2,4.44,8.88,194,18.27
16539,993,4,Snack,993 - Snack,2024-01-25,2024-01-25_BCN-MAD,2,2,5.77,11.54,146,9.34
16540,994,5,Refresco,994 - Refresco,2024-01-25,2024-01-25_BCN-MAD,2,3,3.2,9.6,146,9.73
16541,994,3,Bocadillo,994 - Bocadillo,2024-01-25,2024-01-25_BCN-MAD,2,2,9.56,19.12,146,10.06
16542,995,6,Café,995 - Café,2024-01-25,2024-01-25_BCN-MAD,2,3,3.64,10.92,146,12.18
16675,1061,2,Cerveza,1061 - Cerveza,2024-01-26,2024-01-26_PMI-BCN,8,1,7.54,7.54,118,17.21
16676,1061,6,Café,1061 - Café,2024-01-26,2024-01-26_PMI-BCN,8,3,3.84,11.52,118,6.11
16677,1061,1,Agua,1061 - Agua,2024-01-26,2024-01-26_PMI-BCN,8,1,2.8,2.8,118,16.53
16678,1062,1,Agua,1062 - Agua,2024-01-26,2024-01-26_PMI-BCN,8,1,2.53,2.53,118,15.92
16679,1062,6,Café,1062 - Café,2024-01-26,2024-01-26_PMI-BCN,8,2,4.38,8.76,118,13.64
16655,1050,6,Café,1050 - Café,2024-01-26,2024-01-26_MAD-AGP,5,1,3.76,3.76,194,11.68
16656,1050,5,Refresco,1050 - Refresco,2024-01-26,2024-01-26_MAD-AGP,5,3,3.92,11.76,194,13.53
16657,1051,3,Bocadillo,1051 - Bocadillo,2024-01-26,2024-01-26_MAD-AGP,5,2,9.5,19.0,194,17.28
16658,1052,5,Refresco,1052 - Refresco,2024-01-26,2024-01-26_AGP-MAD,6,3,3.23,9.69,232,13.42
16659,1052,6,Café,1052 - Café,2024-01-26,2024-01-26_AGP-MAD,6,1,3.71,3.71,232,6.55
16660,1053,3,Bocadillo,1053 - Bocadillo,2024-01-26,2024-01-26_AGP-MAD,6,1,10.29,10.29,232,19.16
16661,1053,4,Snack,1053 - Snack,2024-01-26,2024-01-26_AGP-MAD,6,2,5.51,11.02,232,15.95
16662,1053,5,Refresco,1053 - Refresco,2024-01-26,2024-01-26_AGP-MAD,6,1,3.63,3.63,232,6.65
16663,1054,4,Snack,1054 - Snack,2024-01-26,2024-01-26_AGP-MAD,6,1,6.43,6.43,232,9.8
16664,1055,1,Agua,1055 - Agua,2024-01-26,2024-01-26_AGP-MAD,6,1,2.91,2.91,232,14.36
16665,1055,4,Snack,1055 - Snack,2024-01-26,2024-01-26_AGP-MAD,6,3,5.63,16.89,232,13.09
16666,1056,4,Snack,1056 - Snack,2024-01-26,2024-01-26_AGP-MAD,6,1,6.4,6.4,232,12.1
16667,1057,2,Cerveza,1057 - Cerveza,2024-01-26,2024-01-26_BCN-PMI,7,3,7.53,22.59,224,11.49
16668,1057,3,Bocadillo,1057 - Bocadillo,2024-01-26,2024-01-26_BCN-PMI,7,1,10.06,10.06,224,17.16
16669,1057,1,Agua,1057 - Agua,2024-01-26,2024-01-26_BCN-PMI,7,3,2.38,7.14,224,10.75
16670,1058,3,Bocadillo,1058 - Bocadillo,2024-01-26,2024-01-26_BCN-PMI,7,3,9.76,29.28,224,6.89
16671,1058,6,Café,1058 - Café,2024-01-26,2024-01-26_BCN-PMI,7,3,3.51,10.53,224,7.47
16672,1058,1,Agua,1058 - Agua,2024-01-26,2024-01-26_BCN-PMI,7,3,2.75,8.25,224,7.4
16673,1059,5,Refresco,1059 - Refresco,2024-01-26,2024-01-26_BCN-PMI,7,1,3.84,3.84,224,17.0
16615,1029,1,Agua,1029 - Agua,2024-01-26,2024-01-26_MAD-BCN,1,1,2.65,2.65,194,18.45
16616,1029,3,Bocadillo,1029 - Bocadillo,2024-01-26,2024-01-26_MAD-BCN,1,1,9.82,9.82,194,7.81
16617,1030,5,Refresco,1030 - Refresco,2024-01-26,2024-01-26_MAD-BCN,1,3,3.18,9.54,194,7.89
16618,1031,5,Refresco,1031 - Refresco,2024-01-26,2024-01-26_MAD-BCN,1,2,3.85,7.7,194,12.79
16619,1032,4,Snack,1032 - Snack,2024-01-26,2024-01-26_MAD-BCN,1,3,6.32,18.96,194,18.44
16620,1033,2,Cerveza,1033 - Cerveza,2024-01-26,2024-01-26_BCN-MAD,2,3,8.2,24.6,178,10.68
16621,1034,3,Bocadillo,1034 - Bocadillo,2024-01-26,2024-01-26_BCN-MAD,2,2,10.23,20.46,178,16.4
16622,1034,1,Agua,1034 - Agua,2024-01-26,2024-01-26_BCN-MAD,2,3,2.35,7.05,178,7.55
16623,1034,5,Refresco,1034 - Refresco,2024-01-26,2024-01-26_BCN-MAD,2,2,3.31,6.62,178,9.29
16624,1035,5,Refresco,1035 - Refresco,2024-01-26,2024-01-26_BCN-MAD,2,2,3.76,7.52,178,11.55
16625,1035,1,Agua,1035 - Agua,2024-01-26,2024-01-26_BCN-MAD,2,2,2.12,4.24,178,19.44
16674,1060,4,Snack,1060 - Snack,2024-01-26,2024-01-26_BCN-PMI,7,1,5.89,5.89,224,15.19
16626,1035,4,Snack,1035 - Snack,2024-01-26,2024-01-26_BCN-MAD,2,1,5.85,5.85,178,7.31
16627,1036,5,Refresco,1036 - Refresco,2024-01-26,2024-01-26_BCN-MAD,2,3,3.13,9.39,178,19.91
16681,1063,2,Cerveza,1063 - Cerveza,2024-01-26,2024-01-26_PMI-BCN,8,1,8.26,8.26,118,11.85
16628,1036,2,Cerveza,1036 - Cerveza,2024-01-26,2024-01-26_BCN-MAD,2,3,8.49,25.47,178,6.31
16629,1036,1,Agua,1036 - Agua,2024-01-26,2024-01-26_BCN-MAD,2,2,2.68,5.36,178,7.2
16630,1037,5,Refresco,1037 - Refresco,2024-01-26,2024-01-26_MAD-PMI,3,3,3.33,9.99,145,7.04
16631,1037,4,Snack,1037 - Snack,2024-01-26,2024-01-26_MAD-PMI,3,1,6.45,6.45,145,9.14
16632,1037,1,Agua,1037 - Agua,2024-01-26,2024-01-26_MAD-PMI,3,3,2.45,7.35,145,8.82
16633,1038,3,Bocadillo,1038 - Bocadillo,2024-01-26,2024-01-26_MAD-PMI,3,2,9.81,19.62,145,16.1
16634,1038,1,Agua,1038 - Agua,2024-01-26,2024-01-26_MAD-PMI,3,3,2.67,8.01,145,9.56
16635,1039,4,Snack,1039 - Snack,2024-01-26,2024-01-26_MAD-PMI,3,2,6.18,12.36,145,14.91
16636,1039,3,Bocadillo,1039 - Bocadillo,2024-01-26,2024-01-26_MAD-PMI,3,1,9.59,9.59,145,17.41
16637,1040,3,Bocadillo,1040 - Bocadillo,2024-01-26,2024-01-26_MAD-PMI,3,2,9.51,19.02,145,17.07
16638,1040,4,Snack,1040 - Snack,2024-01-26,2024-01-26_MAD-PMI,3,2,5.66,11.32,145,16.18
16639,1040,1,Agua,1040 - Agua,2024-01-26,2024-01-26_MAD-PMI,3,2,2.07,4.14,145,9.34
16640,1041,6,Café,1041 - Café,2024-01-26,2024-01-26_MAD-PMI,3,2,4.13,8.26,145,11.95
16641,1042,6,Café,1042 - Café,2024-01-26,2024-01-26_MAD-PMI,3,3,4.01,12.03,145,9.04
16642,1043,4,Snack,1043 - Snack,2024-01-26,2024-01-26_PMI-MAD,4,2,6.24,12.48,120,13.41
16643,1043,3,Bocadillo,1043 - Bocadillo,2024-01-26,2024-01-26_PMI-MAD,4,1,9.8,9.8,120,9.2
16644,1044,4,Snack,1044 - Snack,2024-01-26,2024-01-26_PMI-MAD,4,3,5.95,17.85,120,9.58
16645,1044,5,Refresco,1044 - Refresco,2024-01-26,2024-01-26_PMI-MAD,4,2,3.98,7.96,120,13.29
16646,1045,4,Snack,1045 - Snack,2024-01-26,2024-01-26_PMI-MAD,4,3,5.69,17.07,120,9.44
16647,1046,4,Snack,1046 - Snack,2024-01-26,2024-01-26_PMI-MAD,4,2,5.68,11.36,120,18.48
16648,1047,6,Café,1047 - Café,2024-01-26,2024-01-26_PMI-MAD,4,1,3.93,3.93,120,8.62
16649,1047,5,Refresco,1047 - Refresco,2024-01-26,2024-01-26_PMI-MAD,4,1,3.74,3.74,120,12.45
16650,1048,1,Agua,1048 - Agua,2024-01-26,2024-01-26_PMI-MAD,4,3,2.21,6.63,120,6.8
16651,1048,5,Refresco,1048 - Refresco,2024-01-26,2024-01-26_PMI-MAD,4,1,3.47,3.47,120,16.59
16652,1049,1,Agua,1049 - Agua,2024-01-26,2024-01-26_PMI-MAD,4,2,2.52,5.04,120,14.62
16682,1063,1,Agua,1063 - Agua,2024-01-26,2024-01-26_PMI-BCN,8,2,2.22,4.44,118,18.94
16683,1064,6,Café,1064 - Café,2024-01-26,2024-01-26_PMI-BCN,8,2,3.65,7.3,118,15.65
16684,1064,3,Bocadillo,1064 - Bocadillo,2024-01-26,2024-01-26_PMI-BCN,8,2,10.1,20.2,118,16.57
16685,1064,4,Snack,1064 - Snack,2024-01-26,2024-01-26_PMI-BCN,8,2,6.13,12.26,118,13.96
16680,1063,5,Refresco,1063 - Refresco,2024-01-26,2024-01-26_PMI-BCN,8,2,3.66,7.32,118,9.71
16653,1049,3,Bocadillo,1049 - Bocadillo,2024-01-26,2024-01-26_PMI-MAD,4,3,10.35,31.05,120,15.6
16654,1050,1,Agua,1050 - Agua,2024-01-26,2024-01-26_MAD-AGP,5,3,2.88,8.64,194,8.81
16761,1103,2,Cerveza,1103 - Cerveza,2024-01-27,2024-01-27_AGP-MAD,6,3,7.54,22.62,117,18.1
16686,1065,4,Snack,1065 - Snack,2024-01-27,2024-01-27_MAD-BCN,1,2,5.75,11.5,173,10.83
16687,1065,6,Café,1065 - Café,2024-01-27,2024-01-27_MAD-BCN,1,1,4.13,4.13,173,17.36
16688,1065,2,Cerveza,1065 - Cerveza,2024-01-27,2024-01-27_MAD-BCN,1,3,8.38,25.14,173,12.62
16689,1066,2,Cerveza,1066 - Cerveza,2024-01-27,2024-01-27_MAD-BCN,1,3,7.73,23.19,173,10.84
16690,1067,3,Bocadillo,1067 - Bocadillo,2024-01-27,2024-01-27_MAD-BCN,1,2,10.08,20.16,173,7.05
16691,1067,5,Refresco,1067 - Refresco,2024-01-27,2024-01-27_MAD-BCN,1,2,3.46,6.92,173,9.62
16692,1068,3,Bocadillo,1068 - Bocadillo,2024-01-27,2024-01-27_MAD-BCN,1,1,10.05,10.05,173,9.44
16693,1068,6,Café,1068 - Café,2024-01-27,2024-01-27_MAD-BCN,1,1,4.41,4.41,173,7.28
16694,1068,2,Cerveza,1068 - Cerveza,2024-01-27,2024-01-27_MAD-BCN,1,1,8.45,8.45,173,19.17
16695,1069,1,Agua,1069 - Agua,2024-01-27,2024-01-27_MAD-BCN,1,3,2.43,7.29,173,10.15
16696,1069,3,Bocadillo,1069 - Bocadillo,2024-01-27,2024-01-27_MAD-BCN,1,3,10.17,30.51,173,11.0
16697,1070,1,Agua,1070 - Agua,2024-01-27,2024-01-27_MAD-BCN,1,1,2.35,2.35,173,13.48
16698,1070,2,Cerveza,1070 - Cerveza,2024-01-27,2024-01-27_MAD-BCN,1,1,7.87,7.87,173,10.58
16699,1071,3,Bocadillo,1071 - Bocadillo,2024-01-27,2024-01-27_MAD-BCN,1,2,9.84,19.68,173,6.06
16700,1072,6,Café,1072 - Café,2024-01-27,2024-01-27_MAD-BCN,1,1,3.55,3.55,173,16.18
16701,1073,3,Bocadillo,1073 - Bocadillo,2024-01-27,2024-01-27_BCN-MAD,2,2,9.81,19.62,180,18.95
16702,1073,1,Agua,1073 - Agua,2024-01-27,2024-01-27_BCN-MAD,2,2,2.8,5.6,180,16.48
16703,1073,2,Cerveza,1073 - Cerveza,2024-01-27,2024-01-27_BCN-MAD,2,1,7.97,7.97,180,11.29
16704,1074,3,Bocadillo,1074 - Bocadillo,2024-01-27,2024-01-27_BCN-MAD,2,3,10.46,31.38,180,8.76
16705,1074,1,Agua,1074 - Agua,2024-01-27,2024-01-27_BCN-MAD,2,3,2.15,6.45,180,11.15
16706,1074,2,Cerveza,1074 - Cerveza,2024-01-27,2024-01-27_BCN-MAD,2,1,7.51,7.51,180,11.7
16707,1075,6,Café,1075 - Café,2024-01-27,2024-01-27_BCN-MAD,2,2,3.57,7.14,180,11.37
16708,1075,3,Bocadillo,1075 - Bocadillo,2024-01-27,2024-01-27_BCN-MAD,2,2,9.97,19.94,180,13.93
16709,1075,5,Refresco,1075 - Refresco,2024-01-27,2024-01-27_BCN-MAD,2,2,3.77,7.54,180,17.11
16710,1076,2,Cerveza,1076 - Cerveza,2024-01-27,2024-01-27_BCN-MAD,2,2,8.11,16.22,180,7.48
16711,1076,1,Agua,1076 - Agua,2024-01-27,2024-01-27_BCN-MAD,2,3,2.31,6.93,180,14.55
16712,1077,5,Refresco,1077 - Refresco,2024-01-27,2024-01-27_BCN-MAD,2,2,3.91,7.82,180,8.01
16713,1077,1,Agua,1077 - Agua,2024-01-27,2024-01-27_BCN-MAD,2,1,2.46,2.46,180,13.29
16714,1078,2,Cerveza,1078 - Cerveza,2024-01-27,2024-01-27_BCN-MAD,2,3,7.54,22.62,180,19.05
16715,1079,4,Snack,1079 - Snack,2024-01-27,2024-01-27_BCN-MAD,2,1,6.28,6.28,180,14.55
16716,1079,1,Agua,1079 - Agua,2024-01-27,2024-01-27_BCN-MAD,2,1,2.85,2.85,180,14.91
16717,1079,6,Café,1079 - Café,2024-01-27,2024-01-27_BCN-MAD,2,2,3.71,7.42,180,12.83
16718,1080,1,Agua,1080 - Agua,2024-01-27,2024-01-27_BCN-MAD,2,1,2.73,2.73,180,14.58
16719,1080,6,Café,1080 - Café,2024-01-27,2024-01-27_BCN-MAD,2,1,3.75,3.75,180,10.0
16720,1081,2,Cerveza,1081 - Cerveza,2024-01-27,2024-01-27_MAD-PMI,3,3,7.81,23.43,193,10.68
16721,1082,5,Refresco,1082 - Refresco,2024-01-27,2024-01-27_MAD-PMI,3,2,3.41,6.82,193,12.59
16722,1082,6,Café,1082 - Café,2024-01-27,2024-01-27_MAD-PMI,3,2,4.27,8.54,193,16.27
16723,1083,6,Café,1083 - Café,2024-01-27,2024-01-27_MAD-PMI,3,1,4.25,4.25,193,18.64
16724,1084,5,Refresco,1084 - Refresco,2024-01-27,2024-01-27_MAD-PMI,3,1,3.25,3.25,193,10.16
16725,1084,1,Agua,1084 - Agua,2024-01-27,2024-01-27_MAD-PMI,3,3,2.36,7.08,193,18.82
16726,1084,2,Cerveza,1084 - Cerveza,2024-01-27,2024-01-27_MAD-PMI,3,3,8.36,25.08,193,7.22
16727,1085,6,Café,1085 - Café,2024-01-27,2024-01-27_MAD-PMI,3,2,4.49,8.98,193,16.95
16728,1085,3,Bocadillo,1085 - Bocadillo,2024-01-27,2024-01-27_MAD-PMI,3,2,9.76,19.52,193,6.33
16729,1085,5,Refresco,1085 - Refresco,2024-01-27,2024-01-27_MAD-PMI,3,3,3.0,9.0,193,14.66
16730,1086,5,Refresco,1086 - Refresco,2024-01-27,2024-01-27_MAD-PMI,3,3,3.34,10.02,193,17.82
16731,1086,2,Cerveza,1086 - Cerveza,2024-01-27,2024-01-27_MAD-PMI,3,2,8.27,16.54,193,16.37
16732,1087,4,Snack,1087 - Snack,2024-01-27,2024-01-27_PMI-MAD,4,1,6.35,6.35,74,16.26
16733,1087,1,Agua,1087 - Agua,2024-01-27,2024-01-27_PMI-MAD,4,2,2.45,4.9,74,11.93
16734,1087,2,Cerveza,1087 - Cerveza,2024-01-27,2024-01-27_PMI-MAD,4,3,8.29,24.87,74,13.77
16735,1088,1,Agua,1088 - Agua,2024-01-27,2024-01-27_PMI-MAD,4,2,2.59,5.18,74,19.76
16736,1088,5,Refresco,1088 - Refresco,2024-01-27,2024-01-27_PMI-MAD,4,1,3.39,3.39,74,17.34
16737,1089,1,Agua,1089 - Agua,2024-01-27,2024-01-27_PMI-MAD,4,2,2.69,5.38,74,16.35
