TicketID,Fecha,Ruta,Fecha-Ruta,Producto,Cantidad,PrecioUnit,Pasajeros,ObjetivoVentas,DiaSemana
934,2024-01-23,AGP-MAD,2024-01-23_AGP-MAD,Agua,3,2.01,112,1186,Tuesday
935,2024-01-23,AGP-MAD,2024-01-23_AGP-MAD,Bocadillo,1,9.69,112,716,Tuesday
936,2024-01-23,AGP-MAD,2024-01-23_AGP-MAD,Refresco,2,3.71,112,1622,Tuesday
937,2024-01-23,AGP-MAD,2024-01-23_AGP-MAD,Cerveza,2,7.92,112,1492,Tuesday
937,2024-01-23,AGP-MAD,2024-01-23_AGP-MAD,Refresco,3,3.58,112,967,Tuesday
938,2024-01-23,BCN-PMI,2024-01-23_BCN-PMI,Agua,2,2.94,150,985,Tuesday
939,2024-01-23,BCN-PMI,2024-01-23_BCN-PMI,Café,1,4.05,150,1954,Tuesday
939,2024-01-23,BCN-PMI,2024-01-23_BCN-PMI,Refresco,3,3.04,150,831,Tuesday
939,2024-01-23,BCN-PMI,2024-01-23_BCN-PMI,Agua,2,3.0,150,1667,Tuesday
940,2024-01-23,BCN-PMI,2024-01-23_BCN-PMI,Agua,2,2.72,150,1150,Tuesday
941,2024-01-23,BCN-PMI,2024-01-23_BCN-PMI,Café,1,4.34,150,759,Tuesday
941,2024-01-23,BCN-PMI,2024-01-23_BCN-PMI,Agua,2,2.26,150,1845,Tuesday
942,2024-01-23,BCN-PMI,2024-01-23_BCN-PMI,Bocadillo,2,10.35,150,1955,Tuesday
943,2024-01-23,BCN-PMI,2024-01-23_BCN-PMI,Cerveza,2,8.25,150,1913,Tuesday
943,2024-01-23,BCN-PMI,2024-01-23_BCN-PMI,Refresco,2,3.33,150,1534,Tuesday
944,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Café,1,4.39,137,1932,Tuesday
944,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Snack,3,6.37,137,673,Tuesday
945,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Bocadillo,3,9.88,137,667,Tuesday
945,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Agua,3,2.75,137,989,Tuesday
945,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Café,2,4.09,137,1456,Tuesday
946,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Bocadillo,2,10.47,137,719,Tuesday
946,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Refresco,2,3.44,137,1955,Tuesday
947,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Cerveza,1,7.69,137,1949,Tuesday
947,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Agua,1,2.89,137,1426,Tuesday
948,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Refresco,2,3.98,137,659,Tuesday
948,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Café,3,4.3,137,1567,Tuesday
949,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Bocadillo,3,9.55,137,1462,Tuesday
949,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Snack,2,6.05,137,1255,Tuesday
949,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Agua,1,2.5,137,1192,Tuesday
950,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Refresco,2,3.89,137,1102,Tuesday
950,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Cerveza,1,8.08,137,1896,Tuesday
951,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Cerveza,2,7.51,137,1508,Tuesday
951,2024-01-23,PMI-BCN,2024-01-23_PMI-BCN,Bocadillo,2,9.59,137,1170,Tuesday
952,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Bocadillo,1,9.63,72,1446,Wednesday
952,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Café,1,4.04,72,1238,Wednesday
952,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Snack,1,5.72,72,1570,Wednesday
953,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Agua,3,2.75,72,1234,Wednesday
953,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Refresco,1,3.37,72,1288,Wednesday
953,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Bocadillo,1,10.02,72,706,Wednesday
954,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Agua,1,2.71,72,1929,Wednesday
954,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Snack,2,6.1,72,701,Wednesday
954,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Café,1,3.88,72,1561,Wednesday
955,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Refresco,1,3.8,72,940,Wednesday
956,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Snack,2,5.93,72,1503,Wednesday
956,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Bocadillo,1,10.47,72,1086,Wednesday
956,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Cerveza,3,7.59,72,786,Wednesday
957,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Cerveza,3,8.27,72,1919,Wednesday
958,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Agua,2,2.43,72,1831,Wednesday
958,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Refresco,3,3.15,72,1051,Wednesday
958,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Bocadillo,1,9.51,72,1844,Wednesday
959,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Café,2,3.78,72,1833,Wednesday
959,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Cerveza,1,8.21,72,647,Wednesday
959,2024-01-24,MAD-BCN,2024-01-24_MAD-BCN,Bocadillo,1,9.98,72,1702,Wednesday
960,2024-01-24,BCN-MAD,2024-01-24_BCN-MAD,Snack,1,5.96,124,1622,Wednesday
960,2024-01-24,BCN-MAD,2024-01-24_BCN-MAD,Café,3,3.81,124,909,Wednesday
960,2024-01-24,BCN-MAD,2024-01-24_BCN-MAD,Bocadillo,3,10.13,124,1637,Wednesday
961,2024-01-24,BCN-MAD,2024-01-24_BCN-MAD,Café,3,3.57,124,1879,Wednesday
962,2024-01-24,BCN-MAD,2024-01-24_BCN-MAD,Bocadillo,3,10.47,124,1678,Wednesday
962,2024-01-24,BCN-MAD,2024-01-24_BCN-MAD,Refresco,2,3.61,124,1034,Wednesday
962,2024-01-24,BCN-MAD,2024-01-24_BCN-MAD,Snack,2,6.4,124,1052,Wednesday
963,2024-01-24,BCN-MAD,2024-01-24_BCN-MAD,Café,3,4.07,124,803,Wednesday
963,2024-01-24,BCN-MAD,2024-01-24_BCN-MAD,Agua,2,2.33,124,743,Wednesday
964,2024-01-24,BCN-MAD,2024-01-24_BCN-MAD,Snack,2,6.48,124,1972,Wednesday
965,2024-01-24,MAD-PMI,2024-01-24_MAD-PMI,Café,3,4.23,61,1906,Wednesday
965,2024-01-24,MAD-PMI,2024-01-24_MAD-PMI,Snack,3,6.31,61,613,Wednesday
966,2024-01-24,MAD-PMI,2024-01-24_MAD-PMI,Café,3,4.25,61,628,Wednesday
966,2024-01-24,MAD-PMI,2024-01-24_MAD-PMI,Bocadillo,3,9.63,61,611,Wednesday
966,2024-01-24,MAD-PMI,2024-01-24_MAD-PMI,Snack,2,5.93,61,1109,Wednesday
967,2024-01-24,MAD-PMI,2024-01-24_MAD-PMI,Cerveza,3,7.95,61,898,Wednesday
967,2024-01-24,MAD-PMI,2024-01-24_MAD-PMI,Café,1,4.13,61,939,Wednesday
968,2024-01-24,PMI-MAD,2024-01-24_PMI-MAD,Cerveza,1,7.84,150,1339,Wednesday
969,2024-01-24,PMI-MAD,2024-01-24_PMI-MAD,Refresco,2,3.41,150,1349,Wednesday
969,2024-01-24,PMI-MAD,2024-01-24_PMI-MAD,Café,3,3.71,150,1740,Wednesday
970,2024-01-24,PMI-MAD,2024-01-24_PMI-MAD,Snack,3,6.13,150,1476,Wednesday
971,2024-01-24,PMI-MAD,2024-01-24_PMI-MAD,Café,2,4.3,150,642,Wednesday
971,2024-01-24,PMI-MAD,2024-01-24_PMI-MAD,Snack,1,6.34,150,1274,Wednesday
972,2024-01-24,PMI-MAD,2024-01-24_PMI-MAD,Bocadillo,3,10.06,150,1819,Wednesday
973,2024-01-24,PMI-MAD,2024-01-24_PMI-MAD,Cerveza,1,8.17,150,1148,Wednesday
973,2024-01-24,PMI-MAD,2024-01-24_PMI-MAD,Café,1,4.14,150,1719,Wednesday
973,2024-01-24,PMI-MAD,2024-01-24_PMI-MAD,Agua,3,2.28,150,1939,Wednesday
974,2024-01-24,MAD-AGP,2024-01-24_MAD-AGP,Cerveza,2,8.44,63,651,Wednesday
974,2024-01-24,MAD-AGP,2024-01-24_MAD-AGP,Agua,3,2.39,63,1296,Wednesday
974,2024-01-24,MAD-AGP,2024-01-24_MAD-AGP,Refresco,2,3.74,63,1216,Wednesday
975,2024-01-24,MAD-AGP,2024-01-24_MAD-AGP,Agua,3,2.9,63,836,Wednesday
976,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Bocadillo,2,9.89,226,1373,Wednesday
976,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Cerveza,2,8.12,226,851,Wednesday
976,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Snack,1,6.45,226,1551,Wednesday
977,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Bocadillo,3,10.5,226,684,Wednesday
977,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Snack,3,5.83,226,1344,Wednesday
978,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Cerveza,2,7.82,226,836,Wednesday
978,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Snack,2,6.18,226,724,Wednesday
978,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Café,3,3.56,226,1473,Wednesday
979,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Bocadillo,2,9.64,226,1797,Wednesday
979,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Cerveza,3,8.14,226,1475,Wednesday
979,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Café,1,4.39,226,1884,Wednesday
980,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Agua,2,2.1,226,1293,Wednesday
980,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Snack,2,5.68,226,1980,Wednesday
980,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Café,1,3.66,226,689,Wednesday
981,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Agua,2,2.15,226,926,Wednesday
982,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Refresco,3,3.29,226,1069,Wednesday
982,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Café,3,4.24,226,1843,Wednesday
982,2024-01-24,AGP-MAD,2024-01-24_AGP-MAD,Agua,3,2.18,226,869,Wednesday
983,2024-01-24,BCN-PMI,2024-01-24_BCN-PMI,Refresco,3,3.75,135,1682,Wednesday
984,2024-01-24,BCN-PMI,2024-01-24_BCN-PMI,Agua,2,2.51,135,1837,Wednesday
984,2024-01-24,BCN-PMI,2024-01-24_BCN-PMI,Café,1,4.09,135,1886,Wednesday
985,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Café,1,4.24,195,1263,Wednesday
985,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Snack,2,5.85,195,970,Wednesday
985,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Agua,1,2.49,195,602,Wednesday
986,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Agua,3,2.78,195,682,Wednesday
986,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Bocadillo,1,10.38,195,856,Wednesday
987,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Bocadillo,3,9.87,195,1879,Wednesday
987,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Café,1,3.53,195,828,Wednesday
987,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Refresco,1,3.76,195,647,Wednesday
988,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Agua,1,2.77,195,1534,Wednesday
988,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Snack,2,6.35,195,611,Wednesday
989,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Snack,1,6.23,195,1581,Wednesday
989,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Café,3,3.63,195,1141,Wednesday
989,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Cerveza,3,7.76,195,1516,Wednesday
990,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Snack,2,6.28,195,1399,Wednesday
990,2024-01-24,PMI-BCN,2024-01-24_PMI-BCN,Refresco,1,3.2,195,1087,Wednesday
991,2024-01-25,MAD-BCN,2024-01-25_MAD-BCN,Café,3,4.11,194,1563,Thursday
991,2024-01-25,MAD-BCN,2024-01-25_MAD-BCN,Snack,1,5.88,194,1017,Thursday
991,2024-01-25,MAD-BCN,2024-01-25_MAD-BCN,Bocadillo,3,9.71,194,1242,Thursday
992,2024-01-25,MAD-BCN,2024-01-25_MAD-BCN,Café,2,4.44,194,1827,Thursday
993,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Snack,2,5.77,146,934,Thursday
994,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Refresco,3,3.2,146,973,Thursday
994,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Bocadillo,2,9.56,146,1006,Thursday
995,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Café,3,3.64,146,1218,Thursday
995,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Cerveza,2,8.43,146,1433,Thursday
995,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Bocadillo,2,9.56,146,671,Thursday
996,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Café,3,3.73,146,1160,Thursday
996,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Refresco,3,3.7,146,1881,Thursday
996,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Agua,2,2.82,146,1424,Thursday
997,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Snack,2,5.78,146,805,Thursday
997,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Cerveza,3,8.32,146,1166,Thursday
997,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Café,1,4.2,146,1796,Thursday
998,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Snack,1,6.44,146,1453,Thursday
999,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Refresco,3,3.03,146,1027,Thursday
999,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Snack,1,6.11,146,1408,Thursday
1000,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Snack,2,6.13,146,1694,Thursday
1000,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Bocadillo,3,9.72,146,1226,Thursday
1000,2024-01-25,BCN-MAD,2024-01-25_BCN-MAD,Refresco,3,3.74,146,1068,Thursday
1001,2024-01-25,MAD-PMI,2024-01-25_MAD-PMI,Cerveza,1,8.01,115,958,Thursday
1001,2024-01-25,MAD-PMI,2024-01-25_MAD-PMI,Snack,3,6.21,115,1685,Thursday
1001,2024-01-25,MAD-PMI,2024-01-25_MAD-PMI,Refresco,1,3.04,115,1633,Thursday
1002,2024-01-25,MAD-PMI,2024-01-25_MAD-PMI,Refresco,3,3.66,115,809,Thursday
1003,2024-01-25,MAD-PMI,2024-01-25_MAD-PMI,Cerveza,1,7.65,115,671,Thursday
1003,2024-01-25,MAD-PMI,2024-01-25_MAD-PMI,Café,1,3.76,115,610,Thursday
1004,2024-01-25,MAD-PMI,2024-01-25_MAD-PMI,Cerveza,1,7.91,115,1216,Thursday
1005,2024-01-25,MAD-PMI,2024-01-25_MAD-PMI,Café,3,3.73,115,772,Thursday
1005,2024-01-25,MAD-PMI,2024-01-25_MAD-PMI,Agua,1,2.67,115,708,Thursday
1006,2024-01-25,MAD-PMI,2024-01-25_MAD-PMI,Bocadillo,3,10.16,115,1240,Thursday
1006,2024-01-25,MAD-PMI,2024-01-25_MAD-PMI,Café,3,4.03,115,1897,Thursday
1006,2024-01-25,MAD-PMI,2024-01-25_MAD-PMI,Agua,1,2.03,115,1297,Thursday
1007,2024-01-25,PMI-MAD,2024-01-25_PMI-MAD,Agua,1,2.59,210,1606,Thursday
1008,2024-01-25,PMI-MAD,2024-01-25_PMI-MAD,Bocadillo,3,9.68,210,849,Thursday
1008,2024-01-25,PMI-MAD,2024-01-25_PMI-MAD,Cerveza,2,8.23,210,951,Thursday
1008,2024-01-25,PMI-MAD,2024-01-25_PMI-MAD,Agua,3,2.74,210,1639,Thursday
1009,2024-01-25,PMI-MAD,2024-01-25_PMI-MAD,Cerveza,1,8.49,210,885,Thursday
1009,2024-01-25,PMI-MAD,2024-01-25_PMI-MAD,Snack,3,5.79,210,811,Thursday
1009,2024-01-25,PMI-MAD,2024-01-25_PMI-MAD,Café,3,3.64,210,1791,Thursday
1010,2024-01-25,PMI-MAD,2024-01-25_PMI-MAD,Refresco,1,3.01,210,1783,Thursday
1010,2024-01-25,PMI-MAD,2024-01-25_PMI-MAD,Bocadillo,2,9.61,210,1975,Thursday
1011,2024-01-25,PMI-MAD,2024-01-25_PMI-MAD,Café,2,3.6,210,1590,Thursday
1011,2024-01-25,PMI-MAD,2024-01-25_PMI-MAD,Bocadillo,1,10.29,210,1120,Thursday
1011,2024-01-25,PMI-MAD,2024-01-25_PMI-MAD,Agua,3,2.41,210,1291,Thursday
1012,2024-01-25,PMI-MAD,2024-01-25_PMI-MAD,Bocadillo,2,9.72,210,1441,Thursday
1013,2024-01-25,MAD-AGP,2024-01-25_MAD-AGP,Agua,1,2.4,96,1847,Thursday
1013,2024-01-25,MAD-AGP,2024-01-25_MAD-AGP,Bocadillo,1,9.77,96,1613,Thursday
1014,2024-01-25,MAD-AGP,2024-01-25_MAD-AGP,Refresco,1,3.51,96,973,Thursday
1014,2024-01-25,MAD-AGP,2024-01-25_MAD-AGP,Snack,2,6.15,96,1186,Thursday
1014,2024-01-25,MAD-AGP,2024-01-25_MAD-AGP,Bocadillo,2,9.69,96,1963,Thursday
1015,2024-01-25,MAD-AGP,2024-01-25_MAD-AGP,Café,1,3.91,96,1851,Thursday
1015,2024-01-25,MAD-AGP,2024-01-25_MAD-AGP,Agua,3,2.42,96,969,Thursday
1016,2024-01-25,MAD-AGP,2024-01-25_MAD-AGP,Café,1,3.65,96,1282,Thursday
1016,2024-01-25,MAD-AGP,2024-01-25_MAD-AGP,Snack,1,5.53,96,1777,Thursday
1016,2024-01-25,MAD-AGP,2024-01-25_MAD-AGP,Refresco,3,3.06,96,1954,Thursday
1017,2024-01-25,AGP-MAD,2024-01-25_AGP-MAD,Cerveza,2,7.6,87,1024,Thursday
1017,2024-01-25,AGP-MAD,2024-01-25_AGP-MAD,Agua,3,2.92,87,1544,Thursday
1017,2024-01-25,AGP-MAD,2024-01-25_AGP-MAD,Refresco,3,3.39,87,1560,Thursday
1018,2024-01-25,AGP-MAD,2024-01-25_AGP-MAD,Cerveza,2,7.5,87,1886,Thursday
1019,2024-01-25,BCN-PMI,2024-01-25_BCN-PMI,Snack,1,5.64,225,1848,Thursday
1019,2024-01-25,BCN-PMI,2024-01-25_BCN-PMI,Café,3,4.04,225,1511,Thursday
1019,2024-01-25,BCN-PMI,2024-01-25_BCN-PMI,Agua,1,2.87,225,1010,Thursday
1020,2024-01-25,BCN-PMI,2024-01-25_BCN-PMI,Bocadillo,2,10.5,225,1799,Thursday
1021,2024-01-25,BCN-PMI,2024-01-25_BCN-PMI,Refresco,1,3.35,225,746,Thursday
1021,2024-01-25,BCN-PMI,2024-01-25_BCN-PMI,Bocadillo,3,10.11,225,1705,Thursday
1021,2024-01-25,BCN-PMI,2024-01-25_BCN-PMI,Café,1,4.47,225,1594,Thursday
1022,2024-01-25,PMI-BCN,2024-01-25_PMI-BCN,Cerveza,3,7.58,177,1572,Thursday
1023,2024-01-25,PMI-BCN,2024-01-25_PMI-BCN,Café,1,4.14,177,859,Thursday
1024,2024-01-25,PMI-BCN,2024-01-25_PMI-BCN,Cerveza,1,8.33,177,1122,Thursday
1024,2024-01-25,PMI-BCN,2024-01-25_PMI-BCN,Bocadillo,1,10.29,177,670,Thursday
1024,2024-01-25,PMI-BCN,2024-01-25_PMI-BCN,Snack,3,5.93,177,735,Thursday
1025,2024-01-25,PMI-BCN,2024-01-25_PMI-BCN,Cerveza,2,7.89,177,1744,Thursday
1026,2024-01-25,PMI-BCN,2024-01-25_PMI-BCN,Agua,1,2.08,177,1893,Thursday
1026,2024-01-25,PMI-BCN,2024-01-25_PMI-BCN,Cerveza,3,8.17,177,773,Thursday
1026,2024-01-25,PMI-BCN,2024-01-25_PMI-BCN,Café,2,3.65,177,957,Thursday
1027,2024-01-25,PMI-BCN,2024-01-25_PMI-BCN,Refresco,3,3.18,177,1460,Thursday
1027,2024-01-25,PMI-BCN,2024-01-25_PMI-BCN,Café,2,3.99,177,720,Thursday
1028,2024-01-25,PMI-BCN,2024-01-25_PMI-BCN,Café,3,3.82,177,778,Thursday
1029,2024-01-26,MAD-BCN,2024-01-26_MAD-BCN,Agua,1,2.65,194,1845,Friday
1029,2024-01-26,MAD-BCN,2024-01-26_MAD-BCN,Bocadillo,1,9.82,194,781,Friday
1030,2024-01-26,MAD-BCN,2024-01-26_MAD-BCN,Refresco,3,3.18,194,789,Friday
1031,2024-01-26,MAD-BCN,2024-01-26_MAD-BCN,Refresco,2,3.85,194,1279,Friday
1032,2024-01-26,MAD-BCN,2024-01-26_MAD-BCN,Snack,3,6.32,194,1844,Friday
1033,2024-01-26,BCN-MAD,2024-01-26_BCN-MAD,Cerveza,3,8.2,178,1068,Friday
1034,2024-01-26,BCN-MAD,2024-01-26_BCN-MAD,Bocadillo,2,10.23,178,1640,Friday
1034,2024-01-26,BCN-MAD,2024-01-26_BCN-MAD,Agua,3,2.35,178,755,Friday
1034,2024-01-26,BCN-MAD,2024-01-26_BCN-MAD,Refresco,2,3.31,178,929,Friday
1035,2024-01-26,BCN-MAD,2024-01-26_BCN-MAD,Refresco,2,3.76,178,1155,Friday
1035,2024-01-26,BCN-MAD,2024-01-26_BCN-MAD,Agua,2,2.12,178,1944,Friday
1035,2024-01-26,BCN-MAD,2024-01-26_BCN-MAD,Snack,1,5.85,178,731,Friday
1036,2024-01-26,BCN-MAD,2024-01-26_BCN-MAD,Refresco,3,3.13,178,1991,Friday
1036,2024-01-26,BCN-MAD,2024-01-26_BCN-MAD,Cerveza,3,8.49,178,631,Friday
1036,2024-01-26,BCN-MAD,2024-01-26_BCN-MAD,Agua,2,2.68,178,720,Friday
1037,2024-01-26,MAD-PMI,2024-01-26_MAD-PMI,Refresco,3,3.33,145,704,Friday
1037,2024-01-26,MAD-PMI,2024-01-26_MAD-PMI,Snack,1,6.45,145,914,Friday
1037,2024-01-26,MAD-PMI,2024-01-26_MAD-PMI,Agua,3,2.45,145,882,Friday
1038,2024-01-26,MAD-PMI,2024-01-26_MAD-PMI,Bocadillo,2,9.81,145,1610,Friday
1038,2024-01-26,MAD-PMI,2024-01-26_MAD-PMI,Agua,3,2.67,145,956,Friday
1039,2024-01-26,MAD-PMI,2024-01-26_MAD-PMI,Snack,2,6.18,145,1491,Friday
1039,2024-01-26,MAD-PMI,2024-01-26_MAD-PMI,Bocadillo,1,9.59,145,1741,Friday
1040,2024-01-26,MAD-PMI,2024-01-26_MAD-PMI,Bocadillo,2,9.51,145,1707,Friday
1040,2024-01-26,MAD-PMI,2024-01-26_MAD-PMI,Snack,2,5.66,145,1618,Friday
1040,2024-01-26,MAD-PMI,2024-01-26_MAD-PMI,Agua,2,2.07,145,934,Friday
1041,2024-01-26,MAD-PMI,2024-01-26_MAD-PMI,Café,2,4.13,145,1195,Friday
1042,2024-01-26,MAD-PMI,2024-01-26_MAD-PMI,Café,3,4.01,145,904,Friday
1043,2024-01-26,PMI-MAD,2024-01-26_PMI-MAD,Snack,2,6.24,120,1341,Friday
1043,2024-01-26,PMI-MAD,2024-01-26_PMI-MAD,Bocadillo,1,9.8,120,920,Friday
1044,2024-01-26,PMI-MAD,2024-01-26_PMI-MAD,Snack,3,5.95,120,958,Friday
1044,2024-01-26,PMI-MAD,2024-01-26_PMI-MAD,Refresco,2,3.98,120,1329,Friday
1045,2024-01-26,PMI-MAD,2024-01-26_PMI-MAD,Snack,3,5.69,120,944,Friday
1046,2024-01-26,PMI-MAD,2024-01-26_PMI-MAD,Snack,2,5.68,120,1848,Friday
1047,2024-01-26,PMI-MAD,2024-01-26_PMI-MAD,Café,1,3.93,120,862,Friday
1047,2024-01-26,PMI-MAD,2024-01-26_PMI-MAD,Refresco,1,3.74,120,1245,Friday
1048,2024-01-26,PMI-MAD,2024-01-26_PMI-MAD,Agua,3,2.21,120,680,Friday
1048,2024-01-26,PMI-MAD,2024-01-26_PMI-MAD,Refresco,1,3.47,120,1659,Friday
1049,2024-01-26,PMI-MAD,2024-01-26_PMI-MAD,Agua,2,2.52,120,1462,Friday
1049,2024-01-26,PMI-MAD,2024-01-26_PMI-MAD,Bocadillo,3,10.35,120,1560,Friday
1050,2024-01-26,MAD-AGP,2024-01-26_MAD-AGP,Agua,3,2.88,194,881,Friday
1050,2024-01-26,MAD-AGP,2024-01-26_MAD-AGP,Café,1,3.76,194,1168,Friday
1050,2024-01-26,MAD-AGP,2024-01-26_MAD-AGP,Refresco,3,3.92,194,1353,Friday
1051,2024-01-26,MAD-AGP,2024-01-26_MAD-AGP,Bocadillo,2,9.5,194,1728,Friday
1052,2024-01-26,AGP-MAD,2024-01-26_AGP-MAD,Refresco,3,3.23,232,1342,Friday
1052,2024-01-26,AGP-MAD,2024-01-26_AGP-MAD,Café,1,3.71,232,655,Friday
1053,2024-01-26,AGP-MAD,2024-01-26_AGP-MAD,Bocadillo,1,10.29,232,1916,Friday
1053,2024-01-26,AGP-MAD,2024-01-26_AGP-MAD,Snack,2,5.51,232,1595,Friday
1053,2024-01-26,AGP-MAD,2024-01-26_AGP-MAD,Refresco,1,3.63,232,665,Friday
1054,2024-01-26,AGP-MAD,2024-01-26_AGP-MAD,Snack,1,6.43,232,980,Friday
1055,2024-01-26,AGP-MAD,2024-01-26_AGP-MAD,Agua,1,2.91,232,1436,Friday
1055,2024-01-26,AGP-MAD,2024-01-26_AGP-MAD,Snack,3,5.63,232,1309,Friday
1056,2024-01-26,AGP-MAD,2024-01-26_AGP-MAD,Snack,1,6.4,232,1210,Friday
1057,2024-01-26,BCN-PMI,2024-01-26_BCN-PMI,Cerveza,3,7.53,224,1149,Friday
1057,2024-01-26,BCN-PMI,2024-01-26_BCN-PMI,Bocadillo,1,10.06,224,1716,Friday
1057,2024-01-26,BCN-PMI,2024-01-26_BCN-PMI,Agua,3,2.38,224,1075,Friday
1058,2024-01-26,BCN-PMI,2024-01-26_BCN-PMI,Bocadillo,3,9.76,224,689,Friday
1058,2024-01-26,BCN-PMI,2024-01-26_BCN-PMI,Café,3,3.51,224,747,Friday
1058,2024-01-26,BCN-PMI,2024-01-26_BCN-PMI,Agua,3,2.75,224,740,Friday
1059,2024-01-26,BCN-PMI,2024-01-26_BCN-PMI,Refresco,1,3.84,224,1700,Friday
1060,2024-01-26,BCN-PMI,2024-01-26_BCN-PMI,Snack,1,5.89,224,1519,Friday
1061,2024-01-26,PMI-BCN,2024-01-26_PMI-BCN,Cerveza,1,7.54,118,1721,Friday
1061,2024-01-26,PMI-BCN,2024-01-26_PMI-BCN,Café,3,3.84,118,611,Friday
